CODIGO_DA_IES,NOME_DA_IES,SIGLA,ORGANIZACAO_ACADEMICA,MUNICIPIO,UF,SITUACAO_IES
3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",IFSC,"Instituto Federal de Educação, Ciência e Tecnologia",Florianópolis,SC,Ativa
2576,FACULDADE ANHANGUERA UNIDADE GUARAPARI,null,Faculdade,Guarapari,ES,Ativa
24255,Faculdade de Nova Mutum,UNIFAMA,Faculdade,Nova Mutum,MT,Ativa
23175,Escola Superior de Pouso Alegre,,Faculdade,Pouso Alegre,MG,Ativa
1493,CENTRO UNIVERSITÁRIO ALVES FARIA,UNIALFA,Centro Universitário,Goiânia,GO,Ativa
23000,Faculdade de Tecnologia e Ciências - FTC Caucaia,FTC Caucaia,Faculdade,Caucaia,CE,Ativa
20098,Faculdade Integração,FI,Faculdade,São Paulo,SP,Ativa
1119,"FACULDADE PLANALTO DE FILOSOFIA, CIÊNCIAS E LETRAS",FACPLAN,Faculdade,Brasília,DF,Extinta
991,FACULDADE SENAI-CETIQT,SENAI-CETIQT,Faculdade,Rio de Janeiro,RJ,Ativa
20651,Faculdades IDAAM,IDAAM,Faculdade,Manaus,AM,Ativa
21896,FACULDADE MAURÍCIO DE NASSAU DE DIVINÓPOLIS,FMN DIVINÓPOLIS,Faculdade,Divinópolis,MG,Extinta
10020,INSTITUTO LOGOS DE EDUCAÇÃO SUPERIOR,ILES,Faculdade,São José da Tapera,AL,Extinta
2366,FACULDADE DE SISTEMAS DE INFORMAÇÃO DE PARAÍSO DO TOCANTINS,FSIP,Faculdade,Paraíso do Tocantins,TO,Extinta
475,FACULDADE DE MEDICINA DE PETRÓPOLIS,FMP,Faculdade,Petrópolis,RJ,Ativa
16918,FACULDADE CATÓLICA DE FEIRA DE SANTANA,,Faculdade,Feira de Santana,BA,Ativa
22266,Instituto de Desenvolvimento Tecnológico da FGV,FGV/IDT,Faculdade,Rio de Janeiro,RJ,Ativa
5503,FACULDADES COC DE BRASÍLIA,FACOCBR,Faculdade,Brasília,DF,Extinta
4443,Faculdade Meridional de Ijuí,IMED,Faculdade,Ijuí,RS,Ativa
2854,FACULDADE CONHECER,FC,Faculdade,São Mateus,ES,Extinta
1455,FACULDADE SANTÍSSIMO SACRAMENTO,FSSS,Faculdade,Alagoinhas,BA,Ativa
24196,FACULDADE CLEBER LEITE - EAD,FCL - EAD,Faculdade,Santo André,SP,Ativa
22775,Faculdade Garça Branca Pantanal,FGB,Faculdade,Cuiabá,MT,Ativa
5357,FACULDADE DE CIÊNCIAS APLICADAS E TECNOLÓGICAS DO LITORAL SUL,null,Faculdade,Itanhaém,SP,Extinta
22748,FACULDADES FAMEP,FAMEP,Faculdade,São Pedro do Piauí,PI,Ativa
4748,FACULDADE DE BRUSQUE,null,Faculdade,Brusque,SC,Extinta
15833,FACULDADE 2001,,Faculdade,Recife,PE,Ativa
17400,Faculdade Menino Deus,FAMED,Faculdade,Porto Alegre,RS,Ativa
1882,FACULDADE DE ASSUNTOS ACADÊMICOS E CIENTÍFICOS MONSENHOR EDISSON VIEIRA LÍCIO,FAACI,Faculdade,Artur Nogueira,SP,Extinta
1079,FACULDADE MARINGÁ,CESPAR,Faculdade,Maringá,PR,Ativa
15428,Faculdade UNIRB - NATAL,F. UNIRB,Faculdade,Natal,RN,Ativa
17765,Faculdade Santa Maria,FASAMP,Faculdade,Pinheiro,MA,Ativa
19476,EMGE - ESCOLA DE ENGENHARIA,null,Faculdade,Belo Horizonte,MG,Ativa
3835,UNIVERSIDADE VIRTUAL DO ESTADO DO MARANHÃO,UNIVIMA,Universidade,São Luís,MA,Ativa
3921,CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA,null,Centro Universitário,Luís Eduardo Magalhães,BA,Ativa
22028,Faculdade CTA,CTA,Faculdade,São Paulo,SP,Ativa
1958,Centro Universitário SENAI Blumenau,null,Centro Universitário,Blumenau,SC,Ativa
665,UNIVERSIDADE DE TAUBATÉ,UNITAU,Universidade,Taubaté,SP,Ativa
17587,Faculdade Humboldt,FH,Faculdade,São Paulo,SP,Extinta
12523,Faculdade da Serra Gaúcha de Bento Gonçalves,null,Faculdade,Bento Gonçalves,RS,Ativa
5078,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,null,Universidade,Balneário Camboriú,SC,Extinta
432,FACULDADE PARANAENSE,FACCAR,Faculdade,Rolândia,PR,Ativa
20606,Faculdade de Tecnologia e Ciências,FTC Juazeiro,Faculdade,Juazeiro,BA,Ativa
17854,Centro Universitário Unifecaf,null,Faculdade,Taboão da Serra,SP,Ativa
4582,FACULDADE CENTRO SUL DO PARANÁ,FACSPAR,Faculdade,São Mateus do Sul,PR,Extinta
25148,Escola Superior de Educação e Negócios,ESN,Faculdade,Marília,SP,Ativa
21636,FACULDADE TERRA BRASILIS,,Faculdade,Alto Boa Vista,MT,Ativa
13764,FACULDADE DE TECNOLOGIA DE AMPÉRE,FAMPERTEC,Faculdade,Ampére,PR,Extinta
1420,FACULDADES DE DRACENA,null,Faculdade,Dracena,SP,Ativa
22462,FACULDADE UNIRB - CIDADE DE FORTALEZA,F. UNIRB,Faculdade,Fortaleza,CE,Ativa
4732,Faculdade de Tecnologia e Inovação Senac DF,null,Faculdade,Brasília,DF,Ativa
2082,FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA,FCM-PB,Faculdade,João Pessoa,PB,Ativa
5520,FACULDADE CATHEDRAL,FACES,Faculdade,Boa Vista,RR,Ativa
1521,FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM,ESTÁCIO BELÉM,Faculdade,Belém,PA,Ativa
446,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Universidade,Cruz Alta,RS,Ativa
14208,Faculdade Presidente Antônio Carlos de Lagoa dos Patos,FUNEES,Faculdade,Lagoa dos Patos,MG,Extinta
3979,FACULDADE DE BAURU,-,Faculdade,Bauru,SP,Extinta
11807,Istituto Europeo di Design,IED SP,Faculdade,São Paulo,SP,Ativa
25712,FACULDADE CESPU EUROPA BRASIL,FACCE,Faculdade,Jaboatão dos Guararapes,PE,Ativa
25441,Faculdade Paulista de Bem Estar e Saúde,,Faculdade,São Paulo,SP,Ativa
2332,Faculdade Ibero Americana de São Paulo,FIASP,Faculdade,Piraju,SP,Ativa
3187,INSTITUTO SUPERIOR DE EDUCAÇÃO CORAÇÃO DE JESUS,ISECJ,Faculdade,Três Pontas,MG,Extinta
4983,FACULDADE IBRA DE TECNOLOGIA,FACULDADE FITEC,Faculdade,São José dos Campos,SP,Ativa
18072,Faculdade de Direito TECH de São Paulo,FADITECH,Faculdade,São Paulo,SP,Ativa
1797,FACULDADES LONDRINA,null,Faculdade,Londrina,PR,Ativa
793,Centro Universitário Estácio de São Paulo,ESTÁCIO SÃO PAULO,Centro Universitário,São Paulo,SP,Ativa
14098,Faculdade Presidente Antônio Carlos de Almenara,FUNEC Almenara,Faculdade,Almenara,MG,Extinta
848,FACULDADE PARAIBANA DE PROCESSAMENTO DE DADOS,FPPD,Faculdade,João Pessoa,PB,Extinta
1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,null,Centro Universitário,São José,SC,Ativa
22084,Faculdade FACUMINAS de Pós-Graduação EAD,FACUMINAS EAD,Faculdade,São Paulo,SP,Ativa
19780,Faculdade Pitágoras Unopar de Guanambi,FPG,Faculdade,Guanambi,BA,Ativa
22939,Faculdade de Tecnologia de Araraquara,FATEC ARQ,Faculdade,Araraquara,SP,Ativa
24055,FACULDADE FASIPE DE PRIMAVERA,FFP,Faculdade,Primavera do Leste,MT,Ativa
18628,Faculdade Pitágoras de Luis Eduardo Magalhães,,Faculdade,Luís Eduardo Magalhães,BA,Ativa
19632,FACULDADE DAMA,,Faculdade,Canoinhas,SC,Ativa
2687,FACULDADE DOM ALBERTO,FDA,Faculdade,Santa Cruz do Sul,RS,Ativa
17224,Faculdade Cesmac do Sertão,CESMAC Sertão,Faculdade,Palmeira dos Índios,AL,Ativa
14097,FACULDADE REFIDIM,Refidim,Faculdade,Joinville,SC,Ativa
4396,CENTRO UNIVERSITÁRIO DE MINEIROS,UNIFIMES,Centro Universitário,Mineiros,GO,Ativa
4251,FACULDADE ANHANGUERA DE TECNOLOGIA DE BELO HORIZONTE,null,Faculdade,Belo Horizonte,MG,Ativa
4998,FACULDADE DE TECNOLOGIA INESUL DO PARANÁ,FIPAR,Faculdade,Curitiba,PR,Extinta
22578,FACULDADE CENSUPEG,,Faculdade,Joinville,SC,Ativa
481,Universidade Universus Veritas Guarulhos,Univeritas UNG,Universidade,Guarulhos,SP,Ativa
18065,CISNE - FACULDADE DE QUIXADÁ,CFQ,Faculdade,Quixadá,CE,Ativa
74,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO,FFCL,Faculdade,São José do Rio Pardo,SP,Ativa
2056,FACULDADE DA ALTA PAULISTA,FAP,Faculdade,Tupã,SP,Ativa
308,CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS,UNIPAC,Centro Universitário,Barbacena,MG,Ativa
5442,Faculdade Presidente Antônio Carlos de Nova Lima,null,Faculdade,Abadia dos Dourados,MG,Extinta
13828,FACULDADE ISEIB DE BELO HORIZONTE,FIBH,Faculdade,Belo Horizonte,MG,Ativa
1607,FACULDADE LUTERANA SÃO MARCOS,FALSM,Faculdade,Alvorada,RS,Ativa
918,CENTRO UNIVERSITÁRIO UNIVEL,null,Centro Universitário,Cascavel,PR,Ativa
21556,FACULDADE DE GOIANA,FAG,Faculdade,Goiana,PE,Ativa
11951,FACULDADE DO SERTÃO BAIANO,FASBE,Faculdade,Monte Santo,BA,Ativa
455,FACULDADE DE FORMAÇÃO DE PROFESSORES E ESPECIALISTAS DE EDUCAÇÃO,FAFOPEE,Faculdade,Camaquã,RS,Extinta
14218,Faculdade Presidente Antônio Carlos de Luminárias,FUNEES,Faculdade,Luminárias,MG,Extinta
14172,Faculdade Presidente Antônio Carlos de Poté,FUNEES Poté,Faculdade,Poté,MG,Extinta
1107,Centro Universitário Estácio do Ceará,Estácio Ceará,Centro Universitário,Fortaleza,CE,Ativa
3587,FACULDADE DIOCESANA SÃO JOSÉ,FADISI,Faculdade,Rio Branco,AC,Ativa
1014,INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC,BOM JESUS/IELUSC,Faculdade,Joinville,SC,Ativa
14095,FACULDADE DE TECNOLOGIA FUTURO,Fatec Futuro,Faculdade,Curitiba,PR,Ativa
24965,Faculdade de Tecnologia e Ciências de Campina Grande,FTC Camp Grande,Faculdade,Campina Grande,PB,Ativa
3204,FACULDADE UNIBRAS DO MATO GROSSO,FACBRAS,Faculdade,São José dos Quatro Marcos,MT,Ativa
18631,FACULDADE DO VALE DO RIO ARINOS,AJES,Faculdade,Juara,MT,Ativa
15873,Faculdade Itaquá,UNEITAQUÁ,Faculdade,Itaquaquecetuba,SP,Ativa
1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,"Instituto Federal de Educação, Ciência e Tecnologia",Goiânia,GO,Ativa
24676,Faculdade de Medicina de Ji-Paraná,,Faculdade,Ji-Paraná,RO,Ativa
3007,FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE CAMPINAS,FAC. INPG - CAMPINAS,Faculdade,Campinas,SP,Extinta
3955,FACULDADES INTEGRADAS DE CATAGUASES,FIC,Faculdade,Cataguases,MG,Ativa
2351,FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS,PIO XII - DIR,Faculdade,Cariacica,ES,Ativa
19216,FACULDADE GOYAZES DO DISTRITO FEDERAL,FG-DF,Faculdade,Brasília,DF,Extinta
4097,Centro Universitário Uniftec Bento Gonçalves,null,Centro Universitário,Bento Gonçalves,RS,Ativa
4199,Faculdade JK Brasília - Recanto das Emas II,null,Faculdade,Brasília,DF,Extinta
24847,Faculdade de Tecnologia e Ciências de Teresina,FTC TERESINA,Faculdade,Teresina,PI,Ativa
1674,INSTITUTO SALESIANO DE FILOSOFIA,INSAF,Faculdade,Recife,PE,Extinta
423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Universidade,Erechim,RS,Ativa
2755,Centro Universitário Uniasselvi de Brusque,null,Centro Universitário,Brusque,SC,Ativa
910,FACULDADE SANTA LÚCIA,FCACSL,Faculdade,Moji Mirim,SP,Ativa
1058,Centro Universitário Estácio da Bahia,Estácio Bahia,Centro Universitário,Salvador,BA,Ativa
990,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CONGONHAS,FAFIC,Faculdade,Congonhas,MG,Extinta
1082,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,"Instituto Federal de Educação, Ciência e Tecnologia",Natal,RN,Ativa
450,Centro Universitário São Lucas Ji-Paraná,UniSL,Centro Universitário,Ji-Paraná,RO,Ativa
21898,FACULDADE MAURÍCIO DE NASSAU DE BLUMENAU,FMN BLUMENAU,Faculdade,Blumenau,SC,Extinta
3411,FACULDADE DE JANDIRA,null,Faculdade,Jandira,SP,Extinta
22184,Faculdade de Ciências Jurídicas de Rio Verde,,Faculdade,Rio Verde,GO,Extinta
3332,FACULDADE DE TECNOLOGIA SENAC RIO,FATEC,Faculdade,Rio de Janeiro,RJ,Ativa
18979,Faculdade Multivix Vila Velha,MULTIVIX VILA V,Faculdade,Vila Velha,ES,Ativa
14261,Faculdade Presidente Antônio Carlos de Conselheiro Pena,,Faculdade,Conselheiro Pena,MG,Extinta
22326,Faculdade Brasília,FBr,Faculdade,Brasília,DF,Ativa
17763,Faculdade SENAI da Paraíba,,Faculdade,João Pessoa,PB,Ativa
22116,Faculdade de Miguel Pereira,FAMIPE,Faculdade,Miguel Pereira,RJ,Ativa
17674,Faculdade de Educação de São Mateus,,Faculdade,São Mateus do Maranhão,MA,Ativa
24160,Instituto de Ensino Superior Agostiniano CASA GAIA,,Faculdade,Contagem,MG,Ativa
3682,INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA,ISEMI,Faculdade,Itaperuna,RJ,Ativa
22264,Faculdade do Vale do Jaguaribe Mossoró,FVJ Mossoró,Faculdade,Mossoró,RN,Ativa
11289,ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO,ESNS-SP,Faculdade,São Paulo,SP,Ativa
3160,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",IFAL,"Instituto Federal de Educação, Ciência e Tecnologia",Maceió,AL,Ativa
4766,Centro Universitário UNA de Contagem,null,Centro Universitário,Contagem,MG,Ativa
1728,FACULDADE INTERAMERICANA DE PORTO VELHO,UNIRON,Faculdade,Porto Velho,RO,Ativa
17352,Faculdade de Educação Memorial Adelaide Franco,FEMAF,Faculdade,Pedreiras,MA,Ativa
24446,Faculdade de Medicina de Açailândia,,Faculdade,Açailândia,MA,Ativa
448,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,Centro Universitário,Porto Alegre,RS,Ativa
11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Universidade,Recife,PE,Ativa
4007,"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",FATECE,Faculdade,Pirassununga,SP,Ativa
1928,Faculdade CNEC Capitão Lemos Cunha,null,Faculdade,Rio de Janeiro,RJ,Ativa
4023,FACULDADE DE TECNOLOGIA DE MAUÁ,FATEC MAUÁ,Faculdade,Mauá,SP,Ativa
4814,FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD,null,Faculdade,Taubaté,SP,Ativa
4630,FACULDADE DE TECNOLOGIA TECMED,TECMED,Faculdade,São José do Rio Preto,SP,Extinta
22606,Faculdade Damásio,Damasio,Faculdade,São Paulo,SP,Ativa
22095,FACULDADE CESUMAR DE CAMPO GRANDE,FACCESUMAR,Faculdade,Campo Grande,MS,Ativa
1917,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Centro Universitário,Cacoal,RO,Ativa
572,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Universidade,Niterói,RJ,Ativa
21266,FACULDADE ESTÁCIO DE PASSOS,ESTÁCIO PASSOS,Faculdade,Passos,MG,Extinta
4773,FACULDADE IBS,IBS,Faculdade,Belo Horizonte,MG,Ativa
24253,Faculdade Invictus,FIRP,Faculdade,São José do Rio Preto,SP,Ativa
4495,FACULDADE ANHANGUERA JARAGUÁ DO SUL,null,Faculdade,Jaraguá do Sul,SC,Ativa
17608,Faculdade de Educação Paulistana,FAEP,Faculdade,São Paulo,SP,Ativa
22121,Faculdade de Ciências Médicas de Três Rios,FCM/TR,Faculdade,Três Rios,RJ,Ativa
5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,Universidade,Arapiraca,AL,Ativa
343,CENTRO UNIVERSITÁRIO NEWTON PAIVA,NEWTON PAIVA,Centro Universitário,Belo Horizonte,MG,Ativa
17670,Faculdade de Quixeramobim,UniQ,Faculdade,Quixeramobim,CE,Ativa
24046,Faculdade da Associação Médica Paulista,APM,Faculdade,São Paulo,SP,Ativa
83,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Universidade,Itajaí,SC,Ativa
1374,FACULDADE DE GUARANTÃ DO NORTE,UNIFAMA,Faculdade,Guarantã do Norte,MT,Ativa
23866,FACULDADE RESULTADOS,FR,Faculdade,Campo Grande,MS,Ativa
1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,UNESJ,Faculdade,Jaboatão dos Guararapes,PE,Ativa
1934,FACULDADE SINOP,FASIP,Faculdade,Sinop,MT,Ativa
21680,FACULDADE CEAFI,,Faculdade,Goiânia,GO,Ativa
12946,FACULDADE DE MATO GROSSO,FAMAT,Faculdade,Cuiabá,MT,Ativa
1294,Centro Universitário das Américas,CAM,Centro Universitário,São Paulo,SP,Ativa
15839,FACULDADE PITÁGORAS UNOPAR DE JOÃO PESSOA,null,Faculdade,João Pessoa,PB,Ativa
21670,Faculdade Promove de São Paulo,FPSP,Faculdade,São Paulo,SP,Ativa
2814,FACULDADE SÃO SEBASTIÃO,null,Faculdade,São Sebastião,SP,Ativa
3837,FACULDADE EVOLUÇÃO,FAEV,Faculdade,São Paulo,SP,Ativa
13663,FACULDADE ISEIB DE BETIM,FISBE,Faculdade,Betim,MG,Ativa
774,FACULDADE ALVORADA DE INFORMÁTICA E PROCESSAMENTO DE DADOS,FAIPD,Faculdade,Brasília,DF,Extinta
3838,FACULDADE ESTÁCIO DE JOÃO PESSOA - ESTÁCIO DE JOÃO PESSOA,null,Faculdade,João Pessoa,PB,Ativa
4371,FACULDADE PADRE ANCHIETA DE CAJAMAR,null,Faculdade,Cajamar,SP,Extinta
32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,Universidade,Maceió,AL,Ativa
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Cuiabá,MT,Ativa
4849,Centro Universitário Tocantinense Presidente Antônio Carlos,UNITPAC,Centro Universitário,Araguaína,TO,Ativa
17460,FACULDADE Profissional,FAPRO,Faculdade,Curitiba,PR,Ativa
1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,IIES,Faculdade,Itapetininga,SP,Ativa
19371,Faculdade Adelina Moura - FAADEMA,FAADEMA,Faculdade,Buriticupu,MA,Ativa
18696,FACULDADE DYNAMUS DE CAMPINAS,FADYC,Faculdade,Campinas,SP,Ativa
23162,Centro de Ensino Superior de Contagem,,Faculdade,Contagem,MG,Extinta
2413,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,FAESF,Faculdade,Floriano,PI,Ativa
25552,FACULDADE FASIPE PANTANAL,FASIPE,Faculdade,Cuiabá,MT,Ativa
1639,FACULDADE HÉLIO ROCHA,FHR,Faculdade,Salvador,BA,Ativa
1980,FACULDADE SINERGIA,SINERGIA,Faculdade,Navegantes,SC,Ativa
705,CENTRO UNIVERSITÁRIO SÃO JOSÉ,UNISJ,Centro Universitário,Rio de Janeiro,RJ,Ativa
22420,FACULDADE UNIRB - MACEIO,Faculdade Unirb,Faculdade,Maceió,AL,Ativa
22246,"Faculdade do Amazonas de Ensino, Pesquisa e Inovação",FAMEPI,Faculdade,Manaus,AM,Ativa
19909,Faculdade ICTQ/PGE,ICTQ/PGE,Faculdade,Anápolis,GO,Ativa
1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF Fluminense,"Instituto Federal de Educação, Ciência e Tecnologia",Campos dos Goytacazes,RJ,Ativa
1708,CENTRO UNIVERSITARIO DO RECIFE,UNIPESU,Centro Universitário,Recife,PE,Ativa
24381,FACULDADE GEORGINA,FAGEO,Faculdade,Camocim,CE,Ativa
1927,Ugv Centro Universitário,null,Centro Universitário,União da Vitória,PR,Ativa
14169,Faculdade Presidente Antônio Carlos de Itambacuri,null,Faculdade,Itambacuri,MG,Extinta
849,FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA,FAJE,Faculdade,Belo Horizonte,MG,Ativa
23002,Faculdade de Tecnologia e Ciências - FTC N. Sra. do Socorro,FTC N S Socorro,Faculdade,Nossa Senhora do Socorro,SE,Ativa
3227,FACULDADE DE SISTEMA DE INFORMAÇÃO,ITPAC,Faculdade,Araguaína,TO,Extinta
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Universidade,Mossoró,RN,Ativa
2034,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ARAGUAÍNA,ITPAC,Faculdade,Araguaína,TO,Extinta
18506,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,Universidade,Barreiras,BA,Ativa
17632,Faculdade CESUMAR de Londrina,FAC-CESUMAR,Faculdade,Londrina,PR,Ativa
4020,FACULDADE DE TECNOLOGIA DE BOTUCATU,FATEC BT,Faculdade,Botucatu,SP,Ativa
2355,FACULDADE ANHANGUERA DE MATÃO,null,Faculdade,Matão,SP,Ativa
18462,FACULDADE PROMOVE DE CURVELO,FACURVELO,Faculdade,Curvelo,MG,Ativa
5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,"Instituto Federal de Educação, Ciência e Tecnologia",Blumenau,SC,Ativa
3495,FACULDADE PINHALZINHO,HORUS,Faculdade,Pinhalzinho,SC,Ativa
12620,FACULDADE SETE LAGOAS,FACSETE,Faculdade,Sete Lagoas,MG,Ativa
1658,CENTRO UNIVERSITÁRIO DA GRANDE FORTALEZA,UNIGRANDE,Centro Universitário,Fortaleza,CE,Ativa
1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Centro Universitário,Americana,SP,Ativa
5023,FACULDADE SANTO AUGUSTO,FAISA,Faculdade,Santo Augusto,RS,Extinta
14313,NOVA FACULDADE,NF,Faculdade,Contagem,MG,Ativa
19475,Faculdade Docktor,FADOCKTOR,Faculdade,Muriaé,MG,Ativa
1713,FACULDADE DE TECNOLOGIA DE SÃO VICENTE,FATEF,Faculdade,São Vicente,SP,Ativa
753,FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL,FACHUSC,Faculdade,Salgueiro,PE,Ativa
370,FACULDADE PAULISTA DE ARTES,FPA,Faculdade,São Paulo,SP,Ativa
24209,Faculdade Soberana de Jacobina,Soberana,Faculdade,Jacobina,BA,Ativa
82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Universidade,Joaçaba,SC,Ativa
22249,FACULDADE DE DIREITO ATAME,ATAME,Faculdade,Goiânia,GO,Ativa
1229,INSTITUTO DE ENSINO SUPERIOR DO NORDESTE,IESNE,Faculdade,Maceió,AL,Extinta
4777,FACULDADE KENNEDY DE BELO HORIZONTE,FKBH,Faculdade,Belo Horizonte,MG,Ativa
1827,FACULDADE LUTERANA DE TEOLOGIA,FLT,Faculdade,São Bento do Sul,SC,Ativa
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,UNIPÊ,Centro Universitário,João Pessoa,PB,Ativa
17744,Faculdade Estácio de Manaus,Estácio Manaus,Faculdade,Manaus,AM,Extinta
2091,INSTITUTO SUPERIOR DE EDUCAÇÃO PRÓ-SABER,ISEPS,Faculdade,Rio de Janeiro,RJ,Ativa
4185,FACULDADE PERUIBE,FPBE,Faculdade,Peruíbe,SP,Ativa
3615,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,Faculdade,Recife,PE,Ativa
1452,FACULDADE ANHANGUERA DO MARANHÃO,null,Faculdade,São Luís,MA,Ativa
18623,FACULDADE DE ESTUDOS SUPERIORES DO MARANHÃO,FESCEMP,Faculdade,São Luís,MA,Ativa
21112,Faculdade XP Educação - IGTI,XPE,Faculdade,Belo Horizonte,MG,Ativa
2076,CENTRO UNIVERSITÁRIO UNIRB,UNIRB,Centro Universitário,Salvador,BA,Ativa
5124,FACULDADE FACMIL,null,Faculdade,São José do Rio Preto,SP,Ativa
14148,Faculdade Presidente Antônio Carlos de Mariana,FAPAM,Faculdade,Mariana,MG,Ativa
21288,FACULDADE ESTÁCIO DE SÃO JOSÉ DOS PINHAIS,,Faculdade,São José dos Pinhais,PR,Extinta
1092,FACULDADES INTEGRADAS DE BAURU,FIB,Faculdade,Bauru,SP,Ativa
1241,FACULDADE ESPÍRITO SANTENSE DE ENSINO TECNOLÓGICO,FAESTE,Faculdade,Cariacica,ES,Extinta
2911,FACULDADE PAN AMAZÔNICA,FAPAN,Faculdade,Belém,PA,Ativa
19788,FACULDADE ANHANGUERA DE PARAUAPEBAS,,Faculdade,Parauapebas,PA,Ativa
4784,FACULDADE CDL,null,Faculdade,Fortaleza,CE,Ativa
15059,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,Universidade,Santarém,PA,Ativa
24526,Faculdade Endex,Endex,Faculdade,Pouso Alegre,MG,Ativa
3896,Faculdade Paulista de Comunicação,FEPAC,Faculdade,São Paulo,SP,Ativa
17749,Faculdade América,América,Faculdade,Cachoeiro de Itapemirim,ES,Ativa
994,Faculdade de Duque de Caxias,FDC,Faculdade,Duque de Caxias,RJ,Ativa
4959,FACULDADE ANHANGUERA DE FEIRA DE SANTANA,null,Faculdade,Feira de Santana,BA,Ativa
15769,Faculdade de Tecnologia de Jales,Fatec Jales,Faculdade,Jales,SP,Ativa
4086,FACULDADE DE TECNOLOGIA JARDIM,FATEJ,Faculdade,Santo André,SP,Ativa
3840,CENTRO UNIVERSITÁRIO FACVEST,UNIFACVEST,Centro Universitário,Lages,SC,Ativa
19252,FACULDADE DE TECNOLOGIA ALPHA CHANNEL,FATAC,Faculdade,São Paulo,SP,Ativa
125,CENTRO UNIVERSITÁRIO DE ARARAS -,UNAR,Centro Universitário,Araras,SP,Ativa
3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,São Cristóvão,SE,Ativa
20584,FACULDADE SANTANA,,Faculdade,São Raimundo Nonato,PI,Ativa
23280,FACULDADE DE EDUCAÇÃO SUPERIOR IESLA,IESLA,Faculdade,Belo Horizonte,MG,Ativa
474,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO,FFCLDB,Faculdade,Resende,RJ,Ativa
