CODIGO_DA_IES,NOME_DA_IES,SIGLA,ORGANIZACAO_ACADEMICA,MUNICIPIO,UF,SITUACAO_IES
12430,FACULDADE METROPOLITANA SÃO CARLOS BJI,FAMESC-BJI,Faculdade,Bom Jesus do Itabapoana,RJ,Ativa
4092,FACULDADE DE TECNOLOGIA PEDRO ROGÉRIO GARCIA,FATTEP,Faculdade,Concórdia,SC,Extinta
16107,FACULDADE PASSIONISTA DE EDUCAÇÃO DE CURITIBA,Fapec,Faculdade,Curitiba,PR,Extinta
1453,FACULDADE LOGOS INTERNACIONAL,FALI,Faculdade,Sarandi,PR,Extinta
3954,FACULDADE EDUCACIONAL JURÍDICA E GERENCIAL DE OLIVEIRA,FEJUGO,Faculdade,Oliveira,MG,Ativa
214,FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG,FEAMIG,Faculdade,Belo Horizonte,MG,Ativa
18064,CENTRO TECNOLÓGICO POSITIVO,CTPositivo,Faculdade,Curitiba,PR,Extinta
2459,FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ,FEAPA,Faculdade,Belém,PA,Ativa
18874,FACULDADE RAIMUNDO MARINHO DE PENEDO,,Faculdade,Penedo,AL,Ativa
25175,Faculdade de Lucas do Rio Verde,UNIFAMA,Faculdade,Lucas do Rio Verde,MT,Ativa
14122,Faculdade Presidente Antônio Carlos de Belo Oriente,FUNEES Belo Oriente,Faculdade,Belo Oriente,MG,Extinta
1410,Faculdade Área1 Wyden,Área1 Wyden,Faculdade,Salvador,BA,Ativa
716,FACULDADES INTEGRADAS DE BOTUCATU,null,Faculdade,Botucatu,SP,Ativa
26135,Fundação Dom Cabral - Ensino Superior,FDC,Faculdade,Nova Lima,MG,Ativa
1559,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Centro Universitário,Colatina,ES,Ativa
14237,INSTITUTO SUPERIOR DE EDUCAÇÃO DE CLÁUDIO,ISEC,Faculdade,Cláudio,MG,Extinta
1359,Faculdade Multivix Nova Venécia,MULTIVIX NOVA VENÉCI,Faculdade,Nova Venécia,ES,Ativa
701,FACULDADES INTEGRADAS DE GARANHUNS,FACIGA,Faculdade,Garanhuns,PE,Ativa
686,FACULDADE DE CIÊNCIAS APLICADAS DE LIMOEIRO,FACAL,Faculdade,Limoeiro,PE,Ativa
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Universidade,Bagé,RS,Ativa
13133,FACULDADE ANHANGUERA DE GOIÂNIA,null,Faculdade,Goiânia,GO,Ativa
3362,INSTITUTO DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS,ICHSA-TRÊS PONTAS,Faculdade,Três Pontas,MG,Extinta
3830,INSTITUTO CENTRO DE ENSINO TECNOLÓGICO - SOBRAL,CENTEC,Faculdade,Sobral,CE,Extinta
1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,UNIFIAN,Centro Universitário,Leme,SP,Ativa
1469,FACULDADE CESUSC,null,Faculdade,Florianópolis,SC,Ativa
4211,Faculdade ESAMC São Paulo - ESAMC,ESAMC,Faculdade,São Paulo,SP,Ativa
17892,FACULDADE DE ESTUDOS BÍBLICOS INTERDISCIPLINARES,FEBI,Faculdade,Brasília,DF,Extinta
1609,FACULDADE DOS CERRADOS PIAUIENSES,FCP,Faculdade,Corrente,PI,Ativa
776,FACULDADE DE CIÊNCIAS CONTÁBEIS DE JEQUIÉ,FCCJ,Faculdade,Jequié,BA,Extinta
2205,Faculdade REGES de Tupi Paulista,null,Faculdade,Tupi Paulista,SP,Ativa
845,FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA,FAC-FEA,Centro Universitário,Araçatuba,SP,Ativa
21926,FACULDADE METROPOLITANA DE JOINVILLE,FAMEVILLE,Faculdade,Joinville,SC,Ativa
2773,FACULDADE ANHANGUERA DE MACAPÁ,null,Faculdade,Macapá,AP,Ativa
4846,Centro Universitário Vértice,UNIVÉRTIX,Centro Universitário,Matipó,MG,Ativa
22125,Faculdade de Ciências Jurídicas de Bom Jesus da Lapa,,Faculdade,Bom Jesus da Lapa,BA,Ativa
2440,FACULDADE CIDADE DE JOÃO PINHEIRO,FCJP,Faculdade,João Pinheiro,MG,Ativa
24550,FACULDADE ITPAC SANTA INES,ITPAC SANTA INÊS,Faculdade,Santa Inês,MA,Ativa
10059,FACULDADE DE TECNOLOGIA DE ENSINO SUPERIOR - FATEC,CENTES,Faculdade,Montes Claros,MG,Extinta
1865,Faculdade Alvorada Paulista,FALP,Faculdade,São Paulo,SP,Extinta
195,FACULDADE PRESBITERIANA MACKENZIE RIO,null,Faculdade,Rio de Janeiro,RJ,Ativa
218,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE DUQUE DE CAXIAS",FFCLDC,Faculdade,Duque de Caxias,RJ,Extinta
917,FACULDADE DE CIÊNCIAS CONTÁBEIS DE NAVIRAI,FACINAV,Faculdade,Naviraí,MS,Extinta
5276,Faculdade Doctum de Carangola,DOCTUM,Faculdade,Carangola,MG,Ativa
4209,FACULDADE DE TECNOLOGIA CÉSAR LATTES,null,Faculdade,Itu,SP,Extinta
14158,FACULDADE DE TECNOLOGIA DE NOVO CABRAIS,,Faculdade,Novo Cabrais,RS,Extinta
1583,FACULDADE DE TECNOLOGIA DE INDAIATUBA,FATEC-ID,Faculdade,Indaiatuba,SP,Ativa
1424,FACULDADE PIO XII,PIO XII,Faculdade,Vila Velha,ES,Ativa
826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE,UNIDESC,Centro Universitário,Luziânia,GO,Ativa
3012,FAJOPA - FACULDADE JOÃO PAULO II,FAJOPA,Faculdade,Marília,SP,Ativa
2885,Faculdade Uninassau Belo Horizonte,null,Faculdade,Belo Horizonte,MG,Ativa
1956,FACULDADE UNIRB - ALAGOAS,F. UNIRB,Faculdade,Maceió,AL,Ativa
959,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS,FAFIL,Faculdade,Santa Rita,PB,Extinta
16816,Faculdade do Vale,FAV,Faculdade,Redenção,PA,Ativa
23155,FACULDADE UNEX,UNEX,Faculdade,Porto Seguro,BA,Ativa
15922,Faculdade FABAD,FABAD,Faculdade,Pindamonhangaba,SP,Ativa
24507,Escola de Ensino Superior da Fipe,FipeEES,Faculdade,São Paulo,SP,Ativa
18471,Faculdades Aggeu Magalhães,FAMA,Faculdade,Serra Talhada,PE,Ativa
4398,INSTITUTO SUPERIOR DE EDUCAÇÃO DE GOIANA,I.S.E.G.,Faculdade,Goiana,PE,Ativa
1081,FACULDADE DE ENGENHARIA DE RESENDE,FER,Faculdade,Resende,RJ,Ativa
21310,Faculdade FARUS,FARUS,Faculdade,Nova Serrana,MG,Ativa
19791,Faculdade Pitágoras de Jaboatão dos Guararapes,,Faculdade,Jaboatão dos Guararapes,PE,Extinta
578,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Universidade,Salvador,BA,Ativa
23038,Faculdade de Educação e Tecnologia do Espírito Santo,FETES,Faculdade,Serra,ES,Ativa
2688,FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA,INESP,Faculdade,Jacareí,SP,Ativa
5466,FACULDADE DE CIÊNCIAS JURÍDICAS DE AIMORÉS,null,Faculdade,Aimorés,MG,Extinta
2497,CENTRO UNIVERSITÁRIO ATENEU,null,Centro Universitário,Fortaleza,CE,Ativa
20586,Faculdade Van Gogh,FVG,Faculdade,São Paulo,SP,Ativa
21872,Faculdade CENBRAP,CENBRAP,Faculdade,Goiânia,GO,Ativa
3173,FACULDADE DE TECNOLOGIA DO COMÉRCIO,FATEC-COMERCIO,Faculdade,Belo Horizonte,MG,Extinta
22123,FACULDADE DE CIÊNCIAS JURÍDICAS ANHANGUERA DE ARAPIRACA,,Faculdade,Arapiraca,AL,Ativa
3881,FACULDADE DE INTEGRAÇÃO DO SERTÃO,FIS,Faculdade,Serra Talhada,PE,Ativa
1151,FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE,FANESE,Faculdade,Aracaju,SE,Ativa
3380,FACULDADE MISSIONEIRA DO PARANÁ,FAMIPAR,Faculdade,Cascavel,PR,Extinta
465,FACULDADE DE COMPUTAÇÃO E INFORMÁTICA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO,FCI-FAAP,Faculdade,São Paulo,SP,Extinta
14161,Faculdade Única de Contagem,FUNIC,Faculdade,Contagem,MG,Ativa
14162,Faculdade Presidente Antônio Carlos de Governador Valadares,FAPAC - GV,Faculdade,Governador Valadares,MG,Ativa
22236,FACULDADE UNOPAR DE CIÊNCIAS JURÍDICAS DE SETE LAGOAS,,Faculdade,Sete Lagoas,MG,Ativa
24509,FACULDADE ESTÁCIO DE CANINDÉ,ESTÁCIO CANINDÉ,Faculdade,Canindé,CE,Ativa
17715,FACULDADE DE EDUCAÇÃO SUPERIOR DE PERNAMBUCO,FACESP,Faculdade,Petrolina,PE,Ativa
14412,FACULDADE DE TECNOLOGIA SENAI PERNAMBUCO,,Faculdade,Recife,PE,Ativa
14718,FACULDADE PARANÁ,FAP,Faculdade,Cambé,PR,Ativa
1504,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ,UNINASSAUMACEI?,Centro Universitário,Maceió,AL,Ativa
25576,Faculdade TERZIUS,TERZIUS,Faculdade,Campinas,SP,Ativa
549,UNIVERSIDADE FEDERAL DO ACRE,UFAC,Universidade,Rio Branco,AC,Ativa
2188,INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE SION,ISE - SION,Faculdade,Curitiba,PR,Extinta
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Recife,PE,Ativa
21321,Faculdade Sensu,FAS,Faculdade,Goiânia,GO,Ativa
1399,FACULDADE ANDREOTTI,FA,Faculdade,Sarandi,PR,Extinta
13938,FACULDADE DE MARÍLIA,FAMAR,Faculdade,Marília,SP,Ativa
1665,FACULDADE KENNEDY,FK,Faculdade,João Monlevade,MG,Extinta
19465,Faculdade Metropolitana de Petrolina,FAM,Faculdade,Petrolina,PE,Extinta
21949,INSTITUTO DE EDUCACAO SUPERIOR LATINOAMERICANO,SIGLA IESLA,Faculdade,Belo Horizonte,MG,Ativa
4222,INSTITUTO SUPERIOR DE EDUCAÇÃO DE MATIAS BARBOSA,ISEMB,Faculdade,Matias Barbosa,MG,Extinta
12,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Universidade,Rio Grande,RS,Ativa
18210,FACULDADE UNINASSAU OLINDA,null,Faculdade,Olinda,PE,Extinta
18814,Faculdade Ibiapaba,,Faculdade,Tianguá,CE,Ativa
5046,FACULDADE POLIS DAS ARTES,null,Faculdade,Embu,SP,Extinta
14223,Faculdade Presidente Antônio Carlos de Central de Minas,FUNEES,Faculdade,Central de Minas,MG,Extinta
1575,CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ,UNIARAXÁ,Centro Universitário,Araxá,MG,Ativa
3980,FACULDADE CCI,FAC CCI,Faculdade,Brasília,DF,Ativa
18066,Faculdade de Ciências e Tecnologia Paschoal Dantas,,Faculdade,São Paulo,SP,Ativa
24287,FACULDADE BIOPARK,,Faculdade,Toledo,PR,Ativa
4820,FACULDADE DE TECNOLOGIA SENAI ANTÔNIO ADOLPHO LOBBE,null,Faculdade,São Carlos,SP,Ativa
14408,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA",IFB,"Instituto Federal de Educação, Ciência e Tecnologia",Brasília,DF,Ativa
2174,FACULDADE DE SANTA CATARINA,FASC,Faculdade,São José,SC,Ativa
650,FACULDADE DE AVARÉ,IESA/FACCAA,Faculdade,Avaré,SP,Extinta
741,ESCOLA SUPERIOR DE SECRETARIADO DE PERNAMBUCO,ESUSPE,Faculdade,Recife,PE,Extinta
954,Faculdade SNA Digital,SNA Digital,Faculdade,Rio de Janeiro,RJ,Ativa
1617,FACULDADE DE CIÊNCIAS ECONÔMICAS DA REGIÃO CARBONÍFERA,FACIERC,Faculdade,Criciúma,SC,Extinta
1248,FACULDADE DE PEDAGOGIA,ANAEC,Faculdade,Nova Andradina,MS,Ativa
14901,FACULDADE INTEGRADA CARAJÁS,FIC,Faculdade,Redenção,PA,Ativa
2478,FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL,FISUL,Faculdade,Garibaldi,RS,Ativa
20591,FACULDADE UNIS POUSO ALEGRE,null,Faculdade,Pouso Alegre,MG,Ativa
4162,Faculdade SENAC Goiás,FacSenacGO,Faculdade,Goiânia,GO,Ativa
4610,FACULDADE DE TECNOLOGIA ASSESSORITEC,null,Faculdade,Joinville,SC,Ativa
22533,Faculdade Norte-Sul,FANS,Faculdade,Rio do Sul,SC,Ativa
1301,INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR,IMMES,Faculdade,Matão,SP,Ativa
23110,Faculdades FAMEP Unidade Teresina - P,FAMEP,Faculdade,Teresina,PI,Ativa
16895,INSTITUTO POLITÉCNICO DOCTUM DE VITÓRIA,null,Faculdade,Vitória,ES,Ativa
4714,Faculdade de Ensino Regional Alternativa,FERA,Faculdade,Arapiraca,AL,Ativa
1852,FACULDADE SABERES,SABERES,Faculdade,Vitória,ES,Ativa
1679,FACULDADE DE CAMPINA GRANDE DO SUL,FACSUL,Faculdade,Campina Grande do Sul,PR,Ativa
651,FACULDADE DE ADMINISTRAÇÃO DE GOVERNADOR VALADARES,FAGV,Faculdade,Governador Valadares,MG,Extinta
5215,CENTRO UNIVERSITÁRIO PADRE ALBINO,null,Centro Universitário,Catanduva,SP,Ativa
19210,Faculdades Integradas de Taguaí,FIT,Faculdade,Taguaí,SP,Ativa
2514,Faculdade de Ciências Educacionais do Rio Grande do Norte,FACERN,Faculdade,Natal,RN,Ativa
18454,Faculdade Una de Sete Lagoas,Unaset,Faculdade,Sete Lagoas,MG,Ativa
16010,FACULDADE DE ENSINO SUPERIOR DE LINHARES,FACELI,Faculdade,Linhares,ES,Ativa
3485,INSTITUTO SUPERIOR DE EDUCAÇÃO DO ALTO SÃO FRANCISCO,ISAF,Faculdade,null,null,Extinta
4200,FACULDADE DE COMUNICAÇÃO SOCIAL DE PASSOS,FACOMP,Faculdade,null,null,Extinta
647,FACULDADE DE ENFERMAGEM LUIZA DE MARILLAC,FELM,Faculdade,null,null,Extinta
3732,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,null,Faculdade,null,null,Extinta
5430,FACULDADE DE TECNOLOGIA DE MINAS GERAIS - FATEMIG,null,Faculdade,null,null,Extinta
25348,FACULDADE CRISTÃ DE EDUCAÇÃO SUPERIOR,FACES,Faculdade,null,null,Ativa
4073,FACULDADE DE TECNOLOGIA IPIRANGA,FAC. IPIRANGA,Faculdade,null,null,Extinta
22143,Faculdade de Ciências Jurídicas de São José do Rio Preto,,Faculdade,null,null,Extinta
25590,ESCOLA DE GOVERNO EM SAÚDE PÚBLICA DE PERNAMBUCO,ESPPE,Escola de Governo,null,null,Ativa
14002,Faculdade dos Guararapes,FG,Faculdade,null,null,Extinta
1439,FACULDADE DE CIÊNCIAS ECONÔMICAS,FACAMP,Faculdade,null,null,Extinta
14609,FACULDADE DE TECNOLOGIA SENAI CONDE JOSÉ VICENTE DE AZEVEDO,,Faculdade,null,null,Extinta
19851,FACULDADE MAURÍCIO DE NASSAU DE SÃO JOSÉ DOS CAMPOS,FMN SJ CAMPOS,Faculdade,null,null,Extinta
12847,FACULDADE EDUCACIONAL DE FRANCISCO BELTRÃO,FEFB,Faculdade,null,null,Extinta
1124,Faculdade Dom Pedro II de Barreiras,DP II Barreiras,Faculdade,null,null,Extinta
1692,ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE PORTO FERREIRA,ESPF,Faculdade,null,null,Extinta
2551,Faculdade Uninassau Aliança - Redenção,Nassau Aliança,Faculdade,null,null,Em atividade
2813,INSTITUTO SUPERIOR DE EDUCAÇÃO CAPIMGROSSENSE,ISEC,Faculdade,null,null,Extinta
268,FACULDADE DE DIREITO DA ALTA PAULISTA,FADAP,Faculdade,null,null,Extinta
19333,FACULDADE UNINASSAU FORTALEZA - PARANGABA,null,Faculdade,null,null,Extinta
22170,Faculdade de Ciências Jurídicas de Mogi Guaçu,,Faculdade,null,null,Extinta
22135,Faculdade de Ciências Jurídicas de Irecê,,Faculdade,null,null,Extinta
5222,ESCOLA AGROTÉCNICA FEDERAL DE SOUSA,null,"Instituto Federal de Educação, Ciência e Tecnologia",null,null,Extinta
26575,Fundação Escola de Governo ENA,ENA,Escola de Governo,null,null,Ativa
397,FACULDADE RUY BARBOSA DE TECNOLOGIA EM PROCESSAMENTO DE DADOS,FRBTPD,Faculdade,null,null,Extinta
1114,FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS RIO BRANCO - FIRB,FIRB,Faculdade,null,null,Extinta
21816,FACULDADE UNINTA,null,Faculdade,null,null,Extinta
18716,FACULDADE DE INOVAÇÃO TECNOLÓGICA DE LONDRINA,FAC-CESUMAR,Faculdade,null,null,Extinta
4253,ESCOLA AGROTÉCNICA FEDERAL DE CONCÓRDIA,EAFC,Faculdade,null,null,Extinta
21800,Escola Superior da Magistratura Tocantinense,ESMAT,Escola de Governo,null,null,Ativa
3367,INSTITUTO SUPERIOR DE EDUCAÇÃO DE OLIVEIRA,ISEOL,Faculdade,null,null,Extinta
19733,FACULDADE RENOVAÇÃO DE PONTA GROSSA,RENOVAÇÃO,Faculdade,null,null,Extinta
21438,Faculdade Wyden São Paulo,Wyden SP,Faculdade,null,null,Extinta
3310,FACULDADE DE TECNOLOGIA DA AMAZÔNIA,FAZ,Faculdade,null,null,Extinta
1662,Faculdade Doctum de Administração e Educação de Vitória,DOCTUM,Faculdade,null,null,Extinta
292,FACULDADE DE CIÊNCIAS DA SAÚDE DE JOINVILLE,FCSJ,Faculdade,null,null,Extinta
18714,FACULDADE DE INOVAÇÃO TECNOLÓGICA DE PONTA GROSSA,FAC-CESUMAR,Faculdade,null,null,Extinta
4379,UNIVERSIDADE ESTADUAL DO PIAUÍ,null,Universidade,null,null,Extinta
3484,FACULDADE DE CIÊNCIAS GERENCIAIS,FACIG,Faculdade,null,null,Extinta
3483,INSTITUTO SUPERIOR DE EDUCAÇÃO DE CLÁUDIO,ISEC,Faculdade,null,null,Extinta
5769,Faculdade de Tecnologia de Jales,null,Faculdade de Tecnologia,null,null,Extinta
19375,FACULDADES INTEGRADAS CESUMAR,CESUMAR,Faculdade,null,null,Extinta
1707,FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE,FACCOR,Faculdade,null,null,Extinta
11751,Faculdade Pitágoras de Tecnologia de Betim,PIT Betim,Faculdade,null,null,Extinta
1802,FACULDADE DE CIÊNCIAS DA SAÚDE,FASU,Faculdade,null,null,Extinta
3459,INSTITUTO DE ENSINO SUPERIOR E PESQUISA,INESP,Faculdade,null,null,Extinta
16508,IPE INSTITUTO DE PESQUISAS ECOLOGICAS,IPE,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,Ativa
21421,FACULDADE UNINABUCO SALVADOR,NABUCO SALVADOR,Faculdade,null,null,Extinta
2640,Faculdade Doctum de Saúde da Serra,DOCTUM,Faculdade,null,null,Extinta
3482,INSTITUTO SUPERIOR DE EDUCAÇÃO DE DIVINÓPOLIS,ISED,Faculdade,null,null,Extinta
22129,Faculdade de Ciências Jurídicas de Juiz de Fora,,Faculdade,null,null,Extinta
22126,Faculdade de Ciências Jurídicas de Marabá,,Faculdade,null,null,Extinta
2206,FACULDADE FAE SÃO JOSÉ DOS PINHAIS,null,Faculdade,null,null,Extinta
2557,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE PENEDO,FCSAP,Faculdade,null,null,Extinta
22216,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE OSASCO,UNIVERITAS OSA,Faculdade,null,null,Extinta
2974,FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE,,Faculdade,null,null,Extinta
1093,FACULDADE DE CIÊNCIAS JURÍDICAS E GERENCIAIS DE GARÇA,FAEG,Faculdade,null,null,Extinta
2505,FACULDADE DE ARTE E DESIGN,FAD,Faculdade,null,null,Extinta
9500,Faculdade de Tecnologia de São Carlos,null,Faculdade de Tecnologia,null,null,Extinta
20612,FACULDADE MAURÍCIO DE NASSAU DE BELO HORIZONTE,FMN BH,Faculdade,null,null,Extinta
2479,FACULDADE LATINO AMERICANA,FLA,Faculdade,null,null,Extinta
1289,FACULDADE DE DIREITO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO,FAD-FAAP,Faculdade,null,null,Extinta
22131,CENTRO DE ENSINO SUPERIOR DO TOCANTINS,,Faculdade,null,null,Extinta
26777,ACADEMIA DA FORÇA AÉREA,AFA,Faculdade,null,null,Ativa
25413,Escola Superior de Advocacia Pública,ESAP/PGE-RJ,Escola de Governo,null,null,Ativa
1793,FACULDADE DE CIÊNCIAS EXATAS E TECNOLÓGICAS DE UNIÃO DA VITÓRIA,null,Faculdade,null,null,Extinta
5201,FACULDADE DE TECNOLOGIA INED - UNIDADE BARREIRO,-,Faculdade,null,null,Extinta
17516,Faculdade de Tecnologia do SENAI Horácio Augusto da Silveira,,Faculdade,null,null,Extinta
1582,FACULDADE UNINABUCO JANGA,null,Faculdade,null,null,Extinta
18209,FACULDADE UNINASSAU JABOATÃO,null,Faculdade,null,null,Extinta
19049,FACULDADE INTEGRADA DE VILA VELHA,MULTIVIX VILA V,Faculdade,null,null,Extinta
4069,FACULDADE HORIZONTES,FH,Faculdade,null,null,Extinta
839,FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS,FVCC,Faculdade,null,null,Extinta
16862,FACULDADE DE CIÊNCIAS DA SAÚDE DE ARIQUEMES,FACISA,Faculdade,null,null,Em atividade
22146,Faculdade de Ciências Jurídicas de Jaú,,Faculdade,null,null,Extinta
26235,INSTITUTO BRASILEIRO DE DIREITO TRIBUTÁRIO,IBDT,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,Ativa
8049,Faculdade de Tecnologia de Taubaté,null,Faculdade de Tecnologia,null,null,Extinta
4634,ESCOLA AGROTÉCNICA FEDERAL DE ALEGRE,EAFA,Faculdade,null,null,Extinta
22212,FACULDADE UNAMA DE PARAUAPEBAS,UNAMA PEBAS,Faculdade,null,null,Extinta
9864,Faculdade de Tecnologia de Itapira,null,Faculdade,null,null,Extinta
3147,FACULDADE DE DIREITO DE PORTO ALEGRE,FADIPA,Faculdade,null,null,Extinta
22149,Faculdade de Ciências Jurídicas de Franca,,Faculdade,null,null,Extinta
3465,FACULDADE DE INFORMÁTICA DE PASSOS,FIP,Faculdade,null,null,Extinta
14236,FACULDADE DE CIÊNCIAS GERENCIAIS,FACIG,Faculdade,null,null,Extinta
21992,Faculdade Guairacá de Prudentópolis,FGP,Faculdade,null,null,Extinta
1887,Faculdade Doctum de Direito da Serra,DOCTUM,Faculdade,null,null,Extinta
6512,Faculdade de Tecnologia de Indaiatuba,null,Faculdade de Tecnologia,null,null,Extinta
21213,Faculdade FAE Araucária,FAE,Faculdade,null,null,Extinta
2168,FACULDADE CAMPO GRANDE,FCG,Faculdade,null,null,Extinta
3463,FACULDADE DE DIREITO DE PASSOS,FADIPA,Faculdade,null,null,Extinta
3760,Faculdade Itaboraí,,Faculdade,null,null,Extinta
2118,INSTITUTO DE EDUCAÇÃO SUPERIOR GUAIANÁS,IESG,Faculdade,null,null,Extinta
26778,INSTITUTO BENJAMIN CONSTANT,IBC,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,Ativa
17622,Faculdade Uninassau Fortaleza Savanah,Nassau Savanah,Faculdade,null,null,Extinta
27068,Hospital Militar da Área de Recife,HMAR,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,Ativa
3478,FACULDADE DE CIÊNCIAS EXATAS E HUMANAS DA CAMPANHA,FCCP,Faculdade,null,null,Extinta
15055,CENTRO UNIVERSITARIO UNIVERSO BELO HORIZONTE,,Centro Universitário,null,null,Ativa
1437,ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO,ESRC,Faculdade,null,null,Extinta
18764,"Escola Superior de Adm., Marketing e Com. de Perdizes",ESAMC PERDIZES,Faculdade,null,null,Extinta
4631,FACULDADE ANGLO-AMERICANO DE JOÃO PESSOA,FAAJP,Faculdade,null,null,Extinta
2891,FACULDADE BARÃO DE PIRATININGA,AES,Faculdade,null,null,Extinta
5024,ESCOLA AGROTÉCNICA FEDERAL DE SERTÃO,EAFS,Faculdade,null,null,Extinta
15502,Faculdade de Tecnologia SENAI Suiço-Brasileira Paulo Ernesto Tolle,,Faculdade,null,null,Extinta
1919,FACULDADE DE CIÊNCIAS EXATAS E TECNOLÓGICAS SANTO AGOSTINHO - FACET,FACET,Faculdade,null,null,Extinta
3470,FACULDADE EDUCAÇÃO FÍSICA DE PASSOS,FADEF,Faculdade,null,null,Extinta
22226,Faculdade de Ciências Jurídicas de Paragominas,,Faculdade,null,null,Extinta
1280,Faculdade Estácio Cotia,Estácio FAAC,Faculdade,null,null,Extinta
4071,ESCOLA AGROTÉCNICA FEDERAL DE INCONFIDENTES,EAFI,Faculdade,null,null,Extinta
22151,Faculdade de Ciências Jurídicas de Rio Branco,,Faculdade,null,null,Extinta
777,FACULDADE DE EDUCAÇÃO THEREZA PORTO MARQUES,FAETEC,Faculdade,null,null,Extinta
1715,FACULDADE DO SUL DA BAHIA,FASB,Faculdade,null,null,Extinta
19345,FACULDADE UNINABUCO NATAL,null,Faculdade,null,null,Extinta
21676,Faculdade Avantis de Itapema,Avantis,Faculdade,null,null,Extinta
1858,Faculdade Dom Pedro II de Jequié,DP II,Faculdade,null,null,Extinta
5581,Faculdade de Tecnologia de São José dos Campos - Jessen Vidal,null,Faculdade,null,null,Extinta
15448,Centro Universitário Presidente Antônio Carlos  Juiz de Fora,UNIPAC,Centro Universitário,null,null,Extinta
4360,ESCOLA AGROTÉCNICA FEDERAL DE MACHADO,EAFM,Faculdade,null,null,Extinta
1150,Faculdade de Tecnologia Senai Theobaldo de Nigris,SP SENAI,Faculdade,null,null,Extinta
24708,INSTITUTO PAV,PAV,Instituição Especialmente Credenciada para oferta de cursos lato sensu,null,null,Ativa
459,FACULDADE RENASCENÇA,FACRENA,Faculdade,null,null,Extinta
22136,Faculdade de Ciências Jurídicas de Itabira,,Faculdade,null,null,Extinta
17542,Faculdade Doctum de Guarapari,DOCTUM,Faculdade,null,null,Extinta
1139,FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG,FEAD - MG,Faculdade,null,null,Extinta
3158,INSTITUTO SUPERIOR DE EDUCAÇÃO ANGLO-AMERICANO,ISEAAFI,Faculdade,null,null,Extinta
3490,FACULDADE DE ENGENHARIA ELÉTRICA DE CONSELHEIRO LAFAIETE,FACEC,Faculdade,null,null,Extinta
4146,FACULDADE DE CIÊNCIAS JURÍDICAS DE ALAGOAS,FCJAL,Faculdade,null,null,Extinta
2231,FACULDADE DE COMUNICAÇÃO SOCIAL JK,FACULDADE JK,Faculdade,null,null,Extinta
2230,FACULDADE DE ADMINISTRAÇÃO JK,FACULDADE JK,Faculdade,null,null,Extinta
46,FACULDADE ESTADUAL DE CIÊNCIAS ECONÔMICAS DE APUCARANA,FECEA,Faculdade,null,null,Extinta
4787,ESCOLA AGROTÉCNICA FEDERAL DE SÃO JOÃO EVANGELISTA,EAFSJE-MG,Faculdade,null,null,Extinta
